id	name	class	stars	eddie	awakenable	talismans	basic	power	passive	fury
cultist-cleric-sentinel	Cultist Cleric	Sentinel	2	false	false	SSS	"• Deals magic damage to an enemy.
• Damage dealt increases with MAX HP."	"• Heals all allies.
• Heal is based on your MAX HP."	""	""
cultist-warden-warrior	Cultist Warden	Warrior	3	false	false	WWW	"• Deals physical damage to a single target.
• 45% Chance for an Extra Turn on Perfect Attacks."	"• Gain Charge for 1 turn.
• Charge increases the effectiveness of the next damage ability used by 80%."	""	""
cursed-pharaoh-dog-assassin	Cursed Pharaoh Dog	Assassin	4	false	false	AGA	"• Deal random damage to all enemies.
• 35% Chance each to inflict Perfect Blind, Heal Block, Perfect Corruption, and Silence for 2 turns.
• Grant Golden Hit buff to self and random ally for 2 turns.
• Damage dealt increases based on your SPECIAL stat."	"• Revive all allies with 50% HP.
• Grant Perfect Heal Shield and Golden Trap to all allies for 2 turns.
• Instantly gain an Extra Turn."	"Increase the healing of all allies by +100%
Grants Charge and Golden Hit to allies suffering from Blind or Taunt effects for 2 turns at the start of your turn."	""
cyborg-eddie-gunner	Cyborg Eddie	Gunner	5	true	true	GGG	"• Deals true damage to a single target.
• Increases Accuracy for 2 turns.
• 30% Chance to gain an Extra Turn.
• Damage dealt increases based on your SPECIAL stat.
• Deals true damage to a single target.
• Remove All Immunity effects, including Perfect Immunity and Vanish.
• 50% Chance to Steal Power from the enemy.
• Damage dealt increases based on your SPECIAL stat.
• Deals true damage to all enemies.
• 35% Chance to Steal Beneficial Effects.
• Heals 15% of your HP for every beneficial effect removed.
• Damage dealt increases based on your SPECIAL stat."	"• Grants a Force Shield to all allies for 2 turns.
• Instantly gain an Extra Turn.
• Deals true damage to all enemies.
• Lower Accuracy of each enemy for 1 turn.
• Lower ATK and MAGIC of each enemy for 2 turns.
• Damage dealt increases based on your SPECIAL stat.
• Cleanse on all allies.
• Heals all allies for 50% of their Missing HP.
• 50% Chance to grant Immunity to all allies for 2 turns.
• Instantly gain an Extra Turn."	""	"• Deals 4 hits of true damage to all enemies.
• Steal up to 12 Power and 25% Fury from opponents.
• Damage dealt increases based on your SPECIAL stat."
cyborg-the-bird-gunner	Cyborg 'The Bird'	Gunner	4	false	false	ASA	"• Deals true damage to a single target.
• Increases Accuracy for 2 turns.
• 30% Chance to gain an Extra Turn.
• Damage dealt increases based on your SPECIAL stat."	"• Deals 6 hits of true damage to random targets.
• 30% chance to Steal Power, Steal Fury, or Steal a Beneficial Effect on each hit."	""	"• Deals random damage to all enemies.
• Inflicts Lower Power Generation for 2 turns."
czar-eddie-magus	Czar Eddie	Magus	5	true	false	SMS	"• Deal magic damage to a single target that increases based on their MR stat.
• Remove All Beneficial Effects from the target.
• Grant Perfect Immunity to all allies for 2 turns.
• Deal magic damage to each enemy that increases based on their MR stat.
• 35% Chance to Extend the Duration of Beneficial Effects on all allies by 1.
• Deal magic damage to each enemy that increases based on their MR stat.
• 35% Chance to grant True Shield to all allies 2 turns.
• 35% Chance to grant Damage Reduction Shield to all allies for 2 turns."	"• Heal all allies based on 25% of your MAX HP.
• Copy All Beneficial Effects from all allies to self.
• Grant Sacrifice, Golden Hit, Perfect Revenge and Class Advantage to all allies for 3 turns.
• Remove All Beneficial Effects, including Golden effects, and inflict 4 Marks on all enemies for 1 turn.
• Instantly gain an Extra Turn.
• Grant Power Shield, Trap, Golden Trap and a 5 Hit Innate Force Shield to all allies for 2 turns.
• 50% Chance to gain an Extra Turn."	"Reduce all damage by 60%
Remove All Negative Effects, including Silver effects, from each ally and Heal them for 15% of their Max HP for each effect removed at the start of your turn
Grant all allies Immunity to Passive Disable effects until they die and a Random Offensive and Defensive Effect, including Golden effects, for 2 turns at the start of your turn
Grant 3 Random Beneficial and Golden Effects to each ally for 1 turn after every action
Deal Additional True Damage to a random enemy based on their MR stat if Sacrifice or Power Shield are active on self after every action
50% Chance to inflict Fear and Perfect Death on all enemies for 1 turn when you take damage
Grant Endure and Echo to all allies for 3 turns when you reach 1 HP."	""
daedalus-warrior	Daedalus	Warrior	5	false	true	WWW	"• Deal physical damage to a single target.
• Gain a Random Defensive Effect for 1 turn.
• Grant a Random Offensive Effect to each ally for each Burn on the target."	"• Remove Immunity, Perfect Immunity and Vanish from all enemies.
• Inflict Blind and Silence on all enemies for 1 turn.
• Grant Physical Shield and Magic Shield to all allies for 2 turns.
• Instantly gain an Extra Turn."	"Grant Immunity to Perfect Corruption, Physical Burn, and Toxic Burn to all allies
Inflict Random Burn Effects on all enemies after every action."	""
damned-templar-knight-warrior	Damned Templar Knight	Warrior	3	false	false	WSW	"• Deal 2 hits of physical damage to a single target.
• 50% Chance to inflict Bloodlust, Cleave or Perfect Bleed on the target for 2 turns per hit."	"• Deal physical damage to the target and another random enemy.
• Inflict Flame on both targets for 2 turns.
• Inflict Ignite on each enemy for 2 turns if they are suffering from 3 or more Burn effects.
• 75% Chance to gain an Extra Turn."	"35% Chance to counterattack when another ally takes damage
Revive with full HP, Magma Shield, Increased Power Generation, Class Advantage and Echo for the duration of battle and grant all other allies Magma Shield for 3 turns upon death."	""
dark-hourglass-magus	Dark Hourglass	Magus	2	false	false	MSM	"• Deals magic damage to all enemies.
• Damage dealt increases based on your DEF.
• 20% Chance for each ally to gain Heal Shield for 1 turn.
• Heal Shield heals targets based on the damage they receive."	"• Deals magic damage to all enemies.
• Grants Spell Vamp for 2 turns.
• Spell Vamp heals you for 60% of the magic damage you deal."	""	""
dark-lilith-assassin	Dark Lilith	Assassin	5	false	true	GAG	"• Deals one hit of physical, magic, and true damage to all enemies.
• Transform Invincibility effects into Perfect Corruption for 2 turns.
• Inflict Perfect Disable for 2 turns."	"• Remove All Negative Effects, including Silver effects from all allies.
• 35% Chance to grant an Extra Turn to each ally."	"Grant Immunity to Permadeath, Perfect Death, Block Beneficial, and Perfect Corruption to all allies
Deal 500% of a random enemy’s MAX HP as true damage and heal all allies to full HP when an ally dies
Remove all beneficial effects, including Golden Effects,inflict Punishment and Perfect Death for the duration of battle on all enemies, and Revive with full HP and a Perfect Titan Shield upon death."	""
dark-road-eddie-sentinel	Dark Road Eddie	Sentinel	4	true	false	SWS	"• Deal physical damage to all enemies that increases based on your DEF stat.
• Remove Immunity and Vanish from all enemies.
• 50% Chance to inflict Sleep on each enemy for 1 turn.
• Inflict Sleep and Fear on each enemy for 3 turns if they are at 50% HP or below.
• 25% Chance to gain an Extra Turn.
• This attack does not wake sleeping enemies.
• Deal physical damage to all enemies that increases based on your DEF stat.
• 50% Chance to inflict Attack Down and Magic Down on each enemy for 1 turn.
• Inflict Exhaust on each enemy for 3 turns if they are at 50% HP or below.
• Deal up to 6 hits of Additional Random Damage to each enemy based on your DEF and their MISSING HP if they are suffering from Fear, Sleep or Blind effects, including Silver and Innate effects.
• This attack does not wake sleeping enemies.
• Deal physical damage to all enemies that increases based on your DEF stat.
• Remove Immunity and Vanish from all enemies.
• 50% Chance to inflict Blind and Accuracy Down on each enemy for 1 turn.
• Inflict Blind, Accuracy Down and Fear on each enemy for 3 turns if they are at 50% HP or below.
• 25% Chance to gain an Extra Turn.
• This attack does not wake sleeping enemies."	"• Deal physical damage to all enemies that increases based on your DEF stat.
• Revive a random ally with Full HP and grant them Perfect Immunity and Ascension for 2 turns for each enemy suffering from Fear, Sleep or Blind effects, including Silver and Innate effects.
• Deal up to 6 hits of Additional Random Damage to each enemy based on your DEF and their MISSING HP if they are suffering from Fear, Sleep or Blind effects, including Silver and Innate effects.
• This attack does not wake sleeping enemies.
• Remove All Negative Effects, including Silver effects, from all allies.
• Grant Increased Fury Generation, Attack Up and Defense Up to all allies for 2 turns.
• Permanently Increase ATK and DEF on all allies by 50% and inflict Curse and Fear on all enemies for 3 turns if any enemy is at 50% HP or below.
• 75% Chance to gain an Extra Turn.
• Remove All Beneficial Effects, including Golden effects from all enemies.
• Inflict Passive Disable and Perfect Corruption on all enemies for 2 turns.
• 50% Chance to inflict Fear on all enemies for 3 turns for each enemy suffering from Fear, Sleep or Blind effects, including Silver and Innate effects.
• 50% Chance to gain an Extra Turn."	"Gain Immunity to Damage and All Negative Effects, including Silver and Unblockable effects, for 2 turns at the start of battle
Reduce Innate Accuracy on all enemies by 100% until they die
Deal up to 6 hits of Additional Random Damage to each enemy based on your DEF and their MISSING HP if they lack negative effects after every action
Permanently Increase All Stats on self by 50% whenever an ally is killed for the first time in battle
Remove All Beneficial Effects, including Golden effects, Permanently Reduce All Stats by 50% and inflict Passive Disable and Fear on all enemies for 3 turns whenever each enemy is killed for the first time in battle
This skill can only be countered by Passive Disable applied at the start of battle."	""
dark-voidling-assassin	Dark Voidling	Assassin	2	false	false	WAA	"• Deals physical damage to a single target.
• 30% to Reset and trigger attack again.
• Each attack has a chance to Critically Strike.
• Damage dealt increases based on the enemy’s MAX HP."	"• Deals physical damage to a single target.
• 35% Chance to Blind the enemy for 1 turn."	""	""
darkstar-clairvoyant-magus	Darkstar Clairvoyant	Magus	5	false	false	MSM	"• Deals magic damage to all enemies.
• 80% Chance to Remove One Beneficial Effect from each enemy.
• 50% Chance to Remove up to 2 Golden Effects from each enemy."	"• Revive a random ally with full HP.
• Grant Damage Reduction Shield to all allies for 2 turns.
• 20% Chance to grant each ally an Extra Turn.
• Instantly gain an Extra Turn.
• 50% Chance to Refund Power Cost of the skill."	"Immune to Physical Damage
Grant immunity to Doom, Permadeath, Perfect Death as well as all skills that prevent revive, with the exception of Ghost effects, to all allies
Prevent allies from dying once each round and grants them Endure for 3 turns when they reach 1 HP
Grant Cleanse status for 2 turns and Heal all allies for 25% of their MAX HP every turn."	""
death-dog-assassin	Death Dog	Assassin	4	false	false	AAA	"• Deals physical and magic damage.
• 35% Chance to Disable Passive for 2 turns.
• 35% Chance to gain 100% Critical Strike chance for 2 turns."	"• Grants Charge to all allies for 1 turn.
• Charge increases the damage of the next attack by 80%."	"Removes beneficial effects, including Golden Effects, from up to 2 enemies every turn."	""
death-dog-warrior	Death Dog	Warrior	4	false	false	WGW	"• Deals one hit of physical damage and one hit of true damage to a single target.
• Heal a random ally based on your ATK.
• Deal Additional Physical and True Damage if your HP is 60% or below."	"• Grant Immunity and Cleanse to all allies for 1 turn.
• Inflict Permadeath on all enemies for 1 turn.
• Instantly gain an Extra Turn."	"Instantly Revive Self with 60% HP upon death."	""
demon-dog-warrior	Demon Dog	Warrior	3	false	false	WSW	"• Deals physical damage to a single target.
• 50% Chance to Reduce Healing for 2 turns.
• Stuns enemies below 30% HP.
• The lower the enemy’s HP, the more damage this attack deals."	"• Increase ATK for 2 turns.
• Gain Critical Strike chance for 2 turns.
• Instantly gain an Extra Turn."	""	""
demon-officer-magus	Demon Officer	Magus	3	false	false	MGM	"• Deals magic damage to a single target.
• Heal a random ally based on your MAGIC stat.
• 50% Chance to inflict Permadeath on the enemy for 1 turn.
• Inflict Sleep on the target for 2 turns if Seal is present on the enemy."	"• Heal all allies based on your MAGIC stat.
• Increase Power or Fury.
• Grant Increased MAGIC or Magic Penetration to allies for 2 turns."	""	""
demon-prince-beelzebub-warrior	Demon Prince Beelzebub	Warrior	5	false	false	SSS	"• Deals physical damage to all enemies.
• 75% Chance to inflict up to 3 Physical Burns.
• 50% Chance to inflict Perfect Death on each enemy for 2 turns."	"• Deals magic damage to all enemies.
• 40% Chance to inflict Seal on each enemy for 3 turns.
• 40% Chance to Blind all enemies.
• Remove All Beneficial Effects, including Golden Effects minus Shroud, Soul Protect, and Perfect Immortality.
• Revive a random ally for each effect removed.
• Instantly Gain an Extra Turn."	"Increase the MAX HP of all allies by 250% at the start of battle
Grant each ally immunity to a random damage type at the start of your turn
Grant Vanish to up to 2 random allies for 1 turn after every action
All allies heal for a portion of any damage that they deal
Gain a Random Offensive or Defensive effect for every Physical Burn on each enemy after each action."	""
demon-prince-wrath-assassin	Demon Prince Wrath	Assassin	5	false	false	AAA	"• Deals physical and magic damage to all enemies.
• Remove Beneficial Effects from all enemies.
• Inflict up to 2 Marks on each enemy for 1 turn.
• Attacks Heal 15% of your MAX HP for every Mark on the targets.
• 35% Chance to grant Perfect Hit to all allies for 2 turns."	"• Deals true damage to all enemies.
• Applies 3 Marks on targets.
• Inflict Permadeath on all enemies for 3 turns.
• Instantly gain an Extra Turn."	"Reduce damage taken by 60%
Increase the ATK and MAGIC of allies by 250% and increase the Critical Hit Chance of all allies by 25%
Grant Immunity to Bleed and Perfect Bleed effects to all allies
Inflict Cleave or Crave on each enemy for 2 turns when you take damage
Take no damage when your HP falls below 30% HP for 3 turns."	""
demon-spawn-assassin	Demon Spawn	Assassin	3	false	false	MSM	"• Deals magic damage to a single target.
• Marks the target for 1 turn.
• Damage dealt increases based on your MR."	"• Heal for 50% of your Missing HP.
• 50% Chance to Revive a random ally to full HP."	"Inflicts enemies with Crave status for 3 turns at the start of battle
Crave reduces healing and causes enemies to take damage when they heal
Damage dealt increases with the heal amount."	""
demon-spawn-gunner	Demon Spawn	Gunner	3	false	false	WSW	"• Deals 2 hits of physical damage to a single target.
• 30% Chance to Remove One Beneficial Effect per hit.
• Damage dealt increases based on off your DEF stat."	"• Deals physical damage to all enemies.
• Revives a random ally.
• Damage dealt increases based on off your DEF stat."	"Inflicts Silence on enemies at the start of battle for 1 turn."	""
demon-spawn-magus	Demon Spawn	Magus	3	false	false	MSM	"• Deals 2 hits of magic damage to a single target.
• 30% Chance to Stun for 1 turn.
• Heal up to 2 random allies if the target is stunned by this attack."	"• Deals 3 hits of magic damage to all enemies.
• Increase DEF and MR of all allies for 2 turns."	"Drains the enemy’s Fury every turn
This passive does not affect a Maxed Fury meter."	""
demon-spawn-sentinel	Demon Spawn	Sentinel	3	false	false	SGS	"• Deal 2 hits of physical damage to a single target that increases based on your MR stat.
• 50% Chance to inflict Silence on the target for 2 turns."	"• Deal 2 hits of physical damage to all enemies that increases based on your MR stat.
• Grant Reflect Shield to self and a random ally for 2 turns."	"Drains HP from all enemies and grants it to allies every turn"	""
demon-spawn-warrior	Demon Spawn	Warrior	3	false	false	WSW	"• Deals physical damage to a single target.
• 50% Chance to Consume all burns on the target."	"• 50% Chance to gain a Titan Shield for 1 turn.
• Sacrifice 30% of your Max HP to Heal a target ally to full."	"Reduce the healing of enemies by 30%"	""
derby-demon-assassin	Derby Demon	Assassin	4	false	false	AAA	"• Deals one hit of physical damage and one hit of magic damage to a single target.
• Remove Beneficial Effects and inflict Block Beneficial Effects on the target if Armor or Magic Penetration is currently active on you.
• 35% Chance to grant Armor Penetration to all allies for 2 turns.
• 35% Chance to grant Magic Penetration to all allies for 2 turns."	"• Deals one hit of physical damage and one hit of magic damage to all enemies.
• Remove All Immunity effects, including Vanish.
• 75% Chance to inflict Doom on 2 random enemies for 3 turns.
• Grant an Extra Turn to self and up to 2 allies if Armor or Magic Penetration is currently active on you."	"Grants Immunity to Permadeath and Perfect Death to all allies
Grant 100% Critical Strike to all allies for 1 turn if Armor or Magic Penetration is active at the start of your turn."	""
derby-demon-gunner	Derby Demon	Gunner	4	false	false	AGA	"• Deals random damage to a single target.
• Remove Perfect Immunity and Revenge.
• 50% Chance to inflict Silence on the enemy for 2 turns.
• 50% Chance to inflict Disable Passive on the enemy for 1 turn."	"• Deals random damage to all enemies.
• Inflict Blind on enemies for 2 turns.
• Grant Heal Shield to allies for 2 turns.
• Lower ATK and MAGIC of enemies for 2 turns.
• Instantly gain an Extra Turn."	"Immune to True Damage
If Trap effect is not present at the start of your turn, Reduce the Fury of enemies, Remove Immunity, and Inflict Exhaust on a random enemy, then grant Trap to self for 2 turns."	""
derby-demon-magus	Derby Demon	Magus	4	false	false	WWW	"• Deals physical damage to all enemies.
• Grant Regen to all allies for 1 turn.
• Remove Crave effects from all allies and Heal all allies by 15% of their Max HP for every instance of Immunity or Perfect Immunity present on the enemy team."	"• Remove Negative Effects from all allies, including Silver Effects.
• Inflict Crave on all enemies for 2 turns.
• Heal all allies by 25% of their Max HP for every instance of Perfect Immunity on the enemy and Remove Perfect Immunity from the enemy."	"Cleanse and Grant a Random Beneficial Effect to self or a random ally every turn."	""
derby-demon-sentinel	Derby Demon	Sentinel	4	false	false	SAS	"• Deals true damage to a single target.
• Inflict Permadeath for 1 turn.
• Remove All Beneficial Effects including Golden Effects, except Perfect Health, Shroud, and Soul Protect, if the target’s HP is less than 60%."	"• Grant Increased ATK and MAGIC to all allies for 2 turns.
• Inflict Time Bomb on all enemies for 2 turns.
• Instantly gain an Extra Turn."	"Heal allies based on the number of beneficial effects, including Golden Effects, on each enemy and steal one beneficial effect from a random enemy every turn."	""
derby-demon-warrior	Derby Demon	Warrior	4	false	false	SWS	"• Deals physical damage to a single target.
• Remove up to 3 Beneficial Effects.
• Disable the Passive of the enemy for 2 turns.
• 65% Chance to Stun the target for 1 turn if they are suffering from Decreased Max HP effects."	"• Deals physical damage to all enemies.
• Decrease the Max HP of all enemies by 20%.
• Inflict Ignite on all enemies for 2 turns."	"Generate Fury when you take damage
20% Chance to gain an Extra Turn after each action."	""
desert-golem-gunner	Desert Golem	Gunner	3	false	false	GGG	"• Deals true damage to all enemies.
• 50% Chance to Lower a Random Stat on the enemies for 2 turns or Reduce the Max HP of the enemy by 10%."	"• Deals random damage to all enemies.
• 45% Chance to Lower Accuracy for 2 turns.
• Instantly gain an Extra Turn."	""	""
desert-guardian-sentinel	Desert Guardian	Sentinel	3	false	false	SSS	"• 3 hits of magic damage to a single target.
• Disable Passive of enemy for 1 turn.
• Deals Additional True Damage for each damage over time effect on the enemy."	"• Deals 3 hits of magic damage to a single target.
• Heals all allies.
• 40% Chance to Heal Block the enemy for 2 turns."	"Takes the damage for any ally below 50% HP or any attack that would reduce an ally below 50% HP."	""
desert-marauder-gunner	Desert Marauder	Gunner	4	false	false	GWG	"• Deals physical damage to a single target.
• 25% Chance to Critically Strike.
• Remove Invincibility and Physical, Magic, and True Damage Invulnerability effects before dealing damage.
• Deal Additional True Damage for each beneficial effect on the target."	"• Deals high physical damage to an enemy.
• Seals a Skill of the enemy for 4 turns.
• Seals a Skill on caster for 2 turns."	"Gives Perfect Hit status to all allies at the start of battle for 2 turns
Perfect Hit causes all basic attacks to always land with a Perfect score."	""
desert-rider-assassin	Desert Rider	Assassin	3	false	false	AAA	"• Deals random damage to a single target.
• 50% Chance to Transfer Negative Effects.
• 50% Chance to Cleanse up to 2 random allies."	"• Deals random damage to all enemies.
• 30% Chance to Blind, Silence, or Stun up to 3 random enemies."	""	""
desert-sniper-assassin	Desert Sniper	Assassin	4	false	false	WSW	"• Deals physical damage to a single target.
• 25% Chance to Critically Strike.
• Remove Invincibility and Physical, Magic, and True Damage Invulnerability effects before dealing damage.
• Deal Additional True Damage for each beneficial effect on the target."	"• Increase ATK of allies for 2 turns.
• Grant Critical Strike Chance to allies for 2 turns."	"Gain Shroud and Perfect Hit status for the duration of the battle."	""
desert-warrior-warrior	Desert Warrior	Warrior	3	false	false	WWW	"• 3 hits of physical damage to a single target.
• Inflicts Heal Block for 2 turns.
• Deals additional True Damage for each harmful effect on the enemy."	"• Deals physical damage to a single target.
• Inflicts Permadeath for 2 turns.
• 50% Chance to Remove Beneficial Effects from the target.
• Instantly gain an Extra Turn.
• Permadeath prevents the target from being revived if they die."	""	""
dog-of-war-sentinel	Dog Of War	Sentinel	3	false	false	SSS	"• Deals true damage to a single target.
• Remove Perfect Immunity.
• Remove up to 2 Beneficial Effects if the target has Immunity.
• Damage increases based on your DEF and MAX HP."	"• Deals true damage to a single target.
• 45% Chance to Remove Beneficial Effects.
• 35% Chance to Stun for 2 turns.
• Instantly Gain an Extra Turn.
• Damage increases based on your MAX HP."	"Takes the damage for any ally below 50% HP or any attack that would reduce an ally below 50% HP."	""
domino-woman-in-uniform-magus	Domino, Woman In Uniform	Magus	5	false	false	MMM	"• Deals 4 hits of magic damage to all enemies.
• Gain Blizzard Shield for 2 turns.
• 50% Chance to inflict Freeze on each enemy for 2 turns.
• Remove Magma Shield from self and Increase DEF and MR by +25% if the shield was successfully removed.
• Remove All Burn Effects from enemies and Reduce their Power by 1 and Fury by 10% for each burn effect removed.
•25% Chance to gain an Extra Turn."	"• Deals 4 hits of magic damage to all enemies.
• Gain Magma Shield for 2 turns.
• 50% Chance to inflict up to 2 Random Burn Effects on each enemy for 2 turns.
• Remove Blizzard Shield from self and gain Magic Penetration and Magic Charge for 2 turns if the shield was successfully removed.
• Remove All Freeze Effects from enemies and deal Additional Magic Damage based on the enemy’s MAX HP to each enemy if a Freeze effect is removed.
•25% Chance to gain an Extra Turn."	"Remove all immunity effects, including Vanish and Perfect Immunity, from all enemies when you take damage
50% Chance to counterattack when you take damage
Heal for 50% of all damage dealt
Transform up to 2 Silver Effects on each ally into a random beneficial effect, including Golden Effects, at the start of your turn."	""
doomsday-apocalypse-eddie-gunner	Doomsday Apocalypse Eddie	Gunner	4	true	false	AAA	"• Deals one hit of physical and one hit of magic damage to a single target.
• 35% Chance to inflict 2 Physical Burns on all enemies for 2 turns.
• 35% Chance to inflict 2 Magic Burns on all enemies for 2 turns.
• Damage dealt based on the enemy’s Missing HP.
• Deals one hit of physical and one hit of magic damage to all enemies.
• 35% Chance to inflict Crave on enemies for 2 turns.
• 35% Chance to inflict Grievous Burn on enemies for 2 turns.
• Damage dealt based on the enemy’s Missing HP.
• Deals one hit of physical and one hit of magic damage to a single target.
• 50% Chance to Critically Strike on each attack.
• 35% Chance to gain Echo for 3 turns.
• 100% Chance to grant Echo to all allies for 2 turns if the enemy has Crave status.
• Damage dealt based on the enemy’s Missing HP."	"• Heal all allies based on their SPECIAL stat.
• Increase the DEF and MR of all allies for 2 turns.
• Deals one hit of physical and one hit of magic damage to all enemies.
• Remove Beneficial Effects from up to 2 random enemies.
• 35% Chance to inflict a Time Bomb for each beneficial effect removed on the enemies.
• Instantly gain an Extra Turn.
• Deals one hit of physical and one hit of magic damage to all enemies.
• 50% Chance to instantly Trigger all Bomb effects on the target.
• 30% Chance to inflict Doom on each enemy for 5 turns.
• Damage dealt based on the enemy’s Missing HP."	"Gain a Random Defensive Effect at the start or your turn for 3 turns
Grant Immunity to Burn and Sleep effects to all allies
Inflict 3 Perfect Time Bombs for 2 turns on each enemy and deal random damage to a random enemy equal to 300% of their MAX HP when you or any ally dies
This effect can only apply once per turn for each ally
Revive with full HP, Remove all golden effects from each enemy, and inflict 3 Time Bombs for 1 turn when you die."	""
doomsday-eddie-gunner	Doomsday Eddie	Gunner	4	true	false	AAA	"• Deals one hit of physical and one hit of magic damage to a single target.
• 35% Chance to inflict 2 Physical Burns on all enemies for 2 turns.
• 35% Chance to inflict 2 Magic Burns on all enemies for 2 turns.
• Damage dealt based on the enemy’s Missing HP.
• Deals one hit of physical and one hit of magic damage to all enemies.
• 35% Chance to inflict Crave on enemies for 2 turns.
• 35% Chance to inflict Grievous Burn on enemies for 2 turns.
• Damage dealt based on the enemy’s Missing HP.
• Deals one hit of physical and one hit of magic damage to a single target.
• 50% Chance to Critically Strike on each attack.
• 35% Chance to gain Echo for 3 turns.
• 100% Chance to grant Echo to all allies for 2 turns if the enemy has Crave status.
• Damage dealt based on the enemy’s Missing HP."	"• Heal all allies based on their SPECIAL stat.
• Increase the DEF and MR of all allies for 2 turns.
• Deals one hit of physical and one hit of magic damage to all enemies.
• Remove Beneficial Effects from up to 2 random enemies.
• 35% Chance to inflict a Time Bomb for each beneficial effect removed on the enemies.
• Instantly gain an Extra Turn.
• Deals one hit of physical and one hit of magic damage to all enemies.
• 50% Chance to instantly Trigger all Bomb effects on the target.
• 30% Chance to inflict Doom on each enemy for 5 turns.
• Damage dealt based on the enemy’s Missing HP."	""	"• Deals one hit of physical and one hit of magic damage to all enemies.
• Remove All Beneficial Effects including Golden Effects, except Shroud, Perfect Immortality, and Soul Protect.
• Inflict a Time Bomb for every negative effect currently on each enemy.
• Damage dealt based on the enemy’s Missing HP."
ed-hunter-sentinel	Ed Hunter	Sentinel	3	true	false	ASA	"• Deal 1 hit of random damage to all enemies.
• 25% Chance to inflict Fear.
• Inflict Perfect Corruption for 2 turns if a Burn effect is present on the target.
• Deal 2 hits of random damage to all enemies.
• Grant Accuracy Up to self and a random ally for 2 turns.
• Deals 4 hits of random damage to a single target.
• Inflict a Random Burn effect for a random duration per hit"	"• Deal 6 hits of random damage to a single target.
• Damage dealt increases based on your MAX HP.
• Gain Perfect Health for 2 turns before dealing damage.
• Remove Damage Invulnerability effects from the target, grant Physical, Magic, and True Block to self, and inflict Perfect Corruption for the duration of battle if an effect is stolen.
• Cleanse self and a target ally.
• Heal all allies based off of your MAX HP.
• Steal a random Golden Effect from each enemy.
• Instantly gain an Extra Turn.
• Inflict Seal on all enemies for 2 turns.
• Revive an ally with Full HP.
• Instantly gain an Extra Turn."	"When an ally dies grant a Physical, Magic, and True Damage Invulnerability Shield to all allies for 2 turns
Grant Echo status to self and a random ally for 1 turn if Perfect Hit is present at the start of your turn."	""
eda-valkyrie-knight-gunner	Eda, Valkyrie Knight	Gunner	4	false	false	GSG	"• Deals random damage to all enemies.
• Grants Immunity for 1 turn to allies with no beneficial effects active.
• Damage dealt increases based on your SPECIAL stat and the enemy’s ATK and MAGIC."	"• Cleanse all allies.
• Heal all allies based on their MAX HP.
• 35% Chance to Extend Beneficial Effects of allies for 1 turn."	"Grants Perfect Immunity to self for the duration of the battle and up to 2 random allies for 1 turn
Perfect Immunity blocks all harmful effects and prevents beneficial effects from being removed."	""
eddie-warrior	Eddie	Warrior	3	true	false	WWW	"• Lowers DEF of enemy for 2 turns.
• Ignites enemy for 2 turns.
• 65% Chance for an Extra Turn.
• Ignite increases physical damage taken.
• Deals physical damage to a single target.
• Heals yourself if the target is Stunned.
• Deals physical damage to all enemies.
• 30% Chance to gain Invincibility for 1 turn."	"• Inflicts 3 Toxic Burns on all enemies for 2 turns.
• Heal all allies based on your MAX HP.
• Grants Increased Fury Generation to allies for 2 turns.
• Deals physical damage to a single target.
• 35% Chance to Stun targets for 1 turn.
• Gain Extra Turn on Stun.
• Deals physical damage to all enemies.
• Heals all allies.
• 25% Chance to gain an Extra Turn.
• Heal amount is based on your ATK stat."	""	"• Deals 3 strikes of physical damage
• The final strike hits all enemies.
• Heal Blocks all enemies for 2 turns."
edward-the-great-magus	Edward The Great	Magus	5	true	false	SMS	"• Deal magic damage to a single target that increases based on their MR stat.
• Remove All Beneficial Effects from the target.
• Grant Perfect Immunity to all allies for 2 turns.
• Deal magic damage to each enemy that increases based on their MR stat.
• 35% Chance to Extend the Duration of Beneficial Effects on all allies by 1.
• Deal magic damage to each enemy that increases based on their MR stat.
• 35% Chance to grant True Shield to all allies 2 turns.
• 35% Chance to grant Damage Reduction Shield to all allies for 2 turns."	"• Heal all allies based on 25% of your MAX HP.
• Copy All Beneficial Effects from all allies to self.
• Grant Sacrifice, Golden Hit, Perfect Revenge and Class Advantage to all allies for 3 turns.
• Remove All Beneficial Effects, including Golden effects, and inflict 4 Marks on all enemies for 1 turn.
• Instantly gain an Extra Turn.
• Grant Power Shield, Trap, Golden Trap and a 5 Hit Innate Force Shield to all allies for 2 turns.
• 50% Chance to gain an Extra Turn."	""	"• Deal magic damage to a single target that increases based on their MR stat.
• Grant a Random Beneficial Effect to each ally, but not self.
• Gain Perfect Immunity for 2 turns.
• Copy All Beneficial Effects, including Golden effects, from all other allies to self."
elf-of-the-damned-sentinel	Elf Of The Damned	Sentinel	4	false	false	SSS	"• Deals physical damage to a single target.
• 35% Chance to Cleanse and Increase ATK of all allies for 2 turns."	"• Heal all allies based on their ATK.
• Grants Invincibility for 1 turn and Power Generation for 2 turns if Attack Up is present."	"Gains a Snow Shield at the start of battle
Snow Shield absorbs damage and returns it as true damage after 1 turn with a 35% chance to Taunt or Freeze all enemies."	""
